enterprisenumber,denomination,typeofenterprise,status,startdate,juridicalform,address_street,address_housenumber,address_box,address_zipcode,address_city,address_country,activities
0406457615,Driemo,Rechtspersoon,Actief,1969-03-19,Naamloze vennootschap,Egaalstraat,11,,8870,Izegem,België,"68311:Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis; 41201:Algemene bouw van residentiële gebouwen"
0406500274,Entreprises générales J. Van Brabant et fils - Algemene Ondernemingen J. Van Brabant en Zonen,Rechtspersoon,Actief,1955-07-14,Naamloze vennootschap,"Rue de Gaët, L'Ecluse",25,,1320,Beauvechain,België,41201:Algemene bouw van residentiële gebouwen
0406501264,Iso - Calor,Rechtspersoon,Actief,1969-04-01,Naamloze vennootschap,Rue de Maestricht(VIS),106,,4600,Visé,België,"28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 43291:Isolatiewerkzaamheden; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0406534225,Allivan,Rechtspersoon,Actief,1969-03-01,Naamloze vennootschap,Mechelsesteenweg,719,,3020,Herent,België,43320:Schrijnwerk; 25120:Vervaardiging van metalen deuren en vensters
0406587475,VOMEG,Rechtspersoon,Actief,1969-04-25,Naamloze vennootschap,Korte Keppestraat,7,52,9320,Aalst,België,41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen
0406696254,Goeyvaerts,Rechtspersoon,Actief,1949-04-06,Naamloze vennootschap,Merksemsesteenweg,194,,2100,Antwerpen,België,"47529:Detailhandel in overige bouwmaterialen in gespecialiseerde winkels; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels"
0406707241,Bouwbedrijf Meekers,Rechtspersoon,Actief,1969-05-13,Naamloze vennootschap,Beekweg,5,,3700,Tongeren,België,41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0406718327,ENTREPRISES MORLEGHEM - BLONDIAUX,Rechtspersoon,Actief,1969-05-14,Naamloze vennootschap,Rue de la Maladrie,34,,7062,Soignies,België,41201:Algemene bouw van residentiële gebouwen
0406721889,STALLO,Rechtspersoon,Actief,1969-06-01,Naamloze vennootschap,Eekhoekstraat,89,A,9270,Laarne,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0406723374,Etablissements Palm-Schwall et Compagnie,Rechtspersoon,Actief,1969-05-13,Naamloze vennootschap,"Weiherstraße,Recht",61,,4780,Sankt Vith,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0406745447,SOCIETE ANONYME TECHNIC ET CONSTRUCTION,Rechtspersoon,Actief,1969-06-10,Naamloze vennootschap,Rue du Fond du Maréchal(RH),20,,5020,Namur,België,41201:Algemene bouw van residentiële gebouwen; 43995:Restaureren van bouwwerken
0406750692,MORTIER ISOLATIEWERKEN,Rechtspersoon,Actief,1969-06-19,Naamloze vennootschap,Industrieweg,150,,9030,Gent,België,"43291:Isolatiewerkzaamheden; 43291:Isolatiewerkzaamheden; 46731:Groothandel in bouwmaterialen, algemeen assortiment"
0406754652,Devico,Rechtspersoon,Actief,1969-06-14,Naamloze vennootschap,Overhammedreef,22,,9300,Aalst,België,43320:Schrijnwerk; 22230:Vervaardiging van kunststofartikelen voor de bouw
0406761382,Handelsonderneming Bertels,Rechtspersoon,Actief,1969-07-01,Naamloze vennootschap,Provinciebaan,34,,2230,Herselt,België,"47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels; 43320:Schrijnwerk; 47192:Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen niet overheersen (verkoopoppervlakte. = 2500 m²); 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment; 47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen"
0406768015,Reynders,Rechtspersoon,Actief,1969-07-01,Naamloze vennootschap,Zandvoordestraat,191,,8400,Oostende,België,43320:Schrijnwerk
0406770389,Sociale en Residentiële Constructies,Rechtspersoon,Actief,1969-06-26,Naamloze vennootschap,Ridder Walter Van Havrelaan,17,3,2900,Schoten,België,41201:Algemene bouw van residentiële gebouwen
0406798697,Dufour Transports et Manutentions,Rechtspersoon,Actief,1969-07-01,Naamloze vennootschap,Rue de la Terre à Briques(MAR),18,,7522,Tournai,België,"43999:Overige gespecialiseerde bouwwerkzaamheden; 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven; 43110:Slopen"
0406857293,Etalutil,Rechtspersoon,Actief,1969-08-23,Naamloze vennootschap,Vaartdijk(TIL),24,,3150,Haacht,België,"43299:Overige bouwinstallatie, n.e.g."
0406914703,Algemene Electrische Ondernemingen Kamiel Verstraete en Zoon,Rechtspersoon,Actief,1969-11-25,Naamloze vennootschap,Lettenburgstraat,4,,8490,Jabbeke,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 77310:Verhuur en lease van landbouwmachines en -werktuigen
0406922918,BESIX Infra,Rechtspersoon,Actief,1969-12-03,Naamloze vennootschap,Steenwinkelstraat,640,,2627,Schelle,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen
0406933212,E.C. De Schepper,Rechtspersoon,Actief,1969-12-22,Naamloze vennootschap,Zemstbaan,70,,2800,Mechelen,België,"43320:Schrijnwerk; 43299:Overige bouwinstallatie, n.e.g."
0406947761,Socométal,Rechtspersoon,Actief,1969-12-15,Naamloze vennootschap,Rue de la Barge,16,,4000,Liège,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 46742:Groothandel in installatiemateriaal voor loodgieterswerk en verwarming; 71121:Ingenieurs en aanverwante technische adviseurs, exclusief landmeters"
0406956768,A. VYNCKE,Rechtspersoon,Actief,1969-12-31,Naamloze vennootschap,President Kennedypark(Kor),4b,,8500,Kortrijk,België,"43120:Bouwrijp maken van terreinen; 43120:Bouwrijp maken van terreinen; 35220:Distributie van gasvormige brandstoffen via leidingen; 35300:Productie en distributie van stoom en gekoelde lucht; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment; 77291:Verhuur en lease van machines, apparatuur en handgereedschap voor doe-het-zelvers"
0407016948,Massant,Rechtspersoon,Actief,1970-02-18,Naamloze vennootschap,Kadodderstraat,106,,2800,Mechelen,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 42220:Bouw van civieltechnische werken voor elektriciteit en telecommunicatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 49420:Verhuisbedrijven"
0407022391,IMMO RIMAVEWI,Rechtspersoon,Actief,1970-03-12,Naamloze vennootschap,Bosstraat,2,1,9550,Herzele,België,41201:Algemene bouw van residentiële gebouwen
0407034764,SOGA,Rechtspersoon,Actief,1969-08-01,Naamloze vennootschap,Havinkbeekstraat(VER),3,,9130,Beveren,België,"42110:Bouw van autowegen en andere wegen; 81300:Landschapsverzorging; 01610:Ondersteunende activiteiten in verband met de teelt van gewassen; 02100:Bosbouw; 02400:Ondersteunende diensten in verband met de bosbouw; 42110:Bouw van autowegen en andere wegen; 42919:Waterbouw, m.u.v. baggerwerken; 43999:Overige gespecialiseerde bouwwerkzaamheden"
0407100981,Standard Ahz,Rechtspersoon,Actief,1970-05-12,Naamloze vennootschap,Tiensesteenweg,386,,3000,Leuven,België,"47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels; 43390:Overige werkzaamheden in verband met de afwerking van gebouwen; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 47592:Detailhandel in verlichtingsartikelen in gespecialiseerde winkels; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0407117809,TECHNICAL MAINTENANCE SERVICE,Rechtspersoon,Actief,1970-03-27,Naamloze vennootschap,Preflexbaan,167,,1740,Ternat,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 46494:Groothandel in niet-elektrische huishoudelijke artikelen"
0407131071,BPI SAMAYA,Rechtspersoon,Actief,1970-04-09,Naamloze vennootschap,Edmond Van Nieuwenhuyselaan,30,,1160,Oudergem,België,41201:Algemene bouw van residentiële gebouwen
0407159577,DESPIERRE BOUW & ONTWIKKELING,Rechtspersoon,Actief,1970-01-01,Naamloze vennootschap,Nijverheidsstraat,2,,8650,Houthulst,België,41201:Algemene bouw van residentiële gebouwen
0407176801,COLLART-EDEC,Rechtspersoon,Actief,1970-06-15,Naamloze vennootschap,Kroonlaan,284,,1050,Elsene,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0407178680,Relaitron,Rechtspersoon,Actief,1970-06-24,Naamloze vennootschap,Birminghamstraat,110,,1070,Anderlecht,België,43211:Elektrotechnische installatiewerken aan gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen
0407187291,Groothandel Verwarming Konstruktie,Rechtspersoon,Actief,1970-01-01,Naamloze vennootschap,Schaliënhoevedreef,1A,,2800,Mechelen,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0407194518,Sipedic,Rechtspersoon,Actief,1970-06-29,Naamloze vennootschap,Bredabaan,44,,2930,Brasschaat,België,41101:Ontwikkeling van residentiële bouwprojecten; 68100:Handel in eigen onroerend goed
0407202931,Doneux-Huy,Rechtspersoon,Actief,1970-01-01,Naamloze vennootschap,Quai d'Arona,17,,4500,Huy,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0407204713,DORMA HUPPE,Rechtspersoon,Actief,1970-06-30,Naamloze vennootschap,Monnikenwerve,17-19,,8000,Brugge,België,25120:Vervaardiging van metalen deuren en vensters; 41201:Algemene bouw van residentiële gebouwen
0407209166,RED MORPHO,Rechtspersoon,Actief,1970-07-01,Naamloze vennootschap,Augustijnenrei,15,8,8000,Brugge,België,"41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0407326358,Beckers,Rechtspersoon,Actief,1970-09-10,Naamloze vennootschap,Winkelomseheide,249,,2440,Geel,België,"43120:Bouwrijp maken van terreinen; 45113:Detailhandel in auto's en lichte bestelwagens (= 3,5 ton); 49410:Goederenvervoer over de weg, m.u.v. verhuisbedrijven"
0407423160,VALICON,Rechtspersoon,Actief,1970-10-02,Naamloze vennootschap,Zuiderdijk,18,,9230,Wetteren,België,"25120:Vervaardiging van metalen deuren en vensters; 43120:Bouwrijp maken van terreinen; 42130:Bouw van bruggen en tunnels; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 66199:Overige ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen, n.e.g.; 68203:Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen"
0407549755,VKB PROJECTS,Rechtspersoon,Actief,1970-10-24,Naamloze vennootschap,Vuurtorendok-Zuid,3,0803,8400,Oostende,België,"41101:Ontwikkeling van residentiële bouwprojecten; 23321:Vervaardiging van bakstenen; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 47521:Bouwmarkten en andere doe-het-zelfzaken in bouwmaterialen, algemeen assortiment"
0407549854,OLIVIER CONSTRUCT,Rechtspersoon,Actief,1970-10-24,Naamloze vennootschap,Lodewijk de Raetlaan,24,,8870,Izegem,België,42110:Bouw van autowegen en andere wegen; 43120:Bouwrijp maken van terreinen; 41201:Algemene bouw van residentiële gebouwen; 77320:Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw
0407568561,Bouwonderneming Willy Tack,Rechtspersoon,Actief,1970-11-05,Naamloze vennootschap,Magerstraat(Heu),17B,,8501,Kortrijk,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0407647547,Alfons Ballet en zonen,Rechtspersoon,Actief,1970-11-23,Naamloze vennootschap,Kermtstraat,2,,3510,Hasselt,België,"47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels; 43222:Installatie van verwarming, klimaatregeling en ventilatie; 43999:Overige gespecialiseerde bouwwerkzaamheden"
0407651804,VAN HULLE BOUWSERVICE,Rechtspersoon,Actief,1970-12-07,Naamloze vennootschap,Robert Tavernierlaan,1,,8700,Tielt,België,"43331:Plaatsen van vloer- en wandtegels; 46731:Groothandel in bouwmaterialen, algemeen assortiment; 41201:Algemene bouw van residentiële gebouwen"
0407686347,SO ELEVEN,Rechtspersoon,Actief,1970-12-08,Naamloze vennootschap,Lijsterbessebomenlaan,11,,1180,Ukkel,België,41101:Ontwikkeling van residentiële bouwprojecten
0407715843,LECOMTE L.R.J.,Rechtspersoon,Actief,1970-12-14,Naamloze vennootschap,Rue Hector Ameye(H-G),22,,7110,La Louvière,België,"47540:Detailhandel in elektrische huishoudapparaten in gespecialiseerde winkels; 41101:Ontwikkeling van residentiële bouwprojecten; 68100:Handel in eigen onroerend goed; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0407716734,VERSLUYS,Rechtspersoon,Actief,1970-12-18,Naamloze vennootschap,Brugsesteenweg,53A,,8450,Bredene,België,43999:Overige gespecialiseerde bouwwerkzaamheden; 43110:Slopen
0407733461,Etablissements Baillot Frères et Cie,Rechtspersoon,Actief,1970-12-28,Naamloze vennootschap,"Libramont,Rue des Champs",15,,6800,Libramont-Chevigny,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 96040:Sauna's, solaria, baden enz."
0407741478,ALOCA TANKTECHNIEK,Rechtspersoon,Actief,1971-01-01,Naamloze vennootschap,Ondernemerslaan,10,,2960,Brecht,België,"42990:Bouw van andere civieltechnische werken, n.e.g.; 77320:Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw; 25110:Vervaardiging van metalen constructiewerken en delen daarvan; 41101:Ontwikkeling van residentiële bouwprojecten; 41102:Ontwikkeling van niet-residentiële bouwprojecten; 43110:Slopen; 43120:Bouwrijp maken van terreinen; 43320:Schrijnwerk"
0407861937,VANSTEENKISTE INFRA,Rechtspersoon,Actief,1970-12-29,Naamloze vennootschap,Nieuwpoortse Steenweg,128,,8470,Gistel,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 93110:Exploitatie van sportaccommodaties
0407924986,ELSEN,Rechtspersoon,Actief,1970-12-30,Naamloze vennootschap,"Heppenbach,Lehmkaul",41,,4770,Amel,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 42110:Bouw van autowegen en andere wegen; 42911:Baggerwerken; 43120:Bouwrijp maken van terreinen; 43320:Schrijnwerk; 68100:Handel in eigen onroerend goed
0407975466,STADSBADER,Rechtspersoon,Actief,1971-01-01,Naamloze vennootschap,Kanaalstraat,1,,8530,Harelbeke,België,42110:Bouw van autowegen en andere wegen; 42110:Bouw van autowegen en andere wegen; 41201:Algemene bouw van residentiële gebouwen; 42130:Bouw van bruggen en tunnels
0407980317,ATHAGO,Rechtspersoon,Actief,1971-01-01,Naamloze vennootschap,Kwikaard,110,,2980,Zoersel,België,41201:Algemene bouw van residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen
0407980713,Alimco,Rechtspersoon,Actief,1971-01-13,Naamloze vennootschap,Kapellei,66,3,2980,Zoersel,België,41203:Algemene bouw van andere niet-residentiële gebouwen
0408062172,TRAVAUX INDUSTRIELS WALLONS,Rechtspersoon,Actief,1971-02-18,Naamloze vennootschap,Rue Champeau,8,,6061,Charleroi,België,"41203:Algemene bouw van andere niet-residentiële gebouwen; 42110:Bouw van autowegen en andere wegen; 41201:Algemene bouw van residentiële gebouwen; 41203:Algemene bouw van andere niet-residentiële gebouwen; 42990:Bouw van andere civieltechnische werken, n.e.g."
0408064350,SABCOBEL HEIDI FRIGOS,Rechtspersoon,Actief,1971-02-09,Naamloze vennootschap,Industriepark-West,62,,9100,Sint-Niklaas,België,"43222:Installatie van verwarming, klimaatregeling en ventilatie; 28250:Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik; 41201:Algemene bouw van residentiële gebouwen; 43211:Elektrotechnische installatiewerken aan gebouwen; 43221:Loodgieterswerk; 43222:Installatie van verwarming, klimaatregeling en ventilatie"
0408065835,DROOGBOUW EN PLEISTERWERKEN MARCEL DE  BEUCKELAER,Rechtspersoon,Actief,1971-01-01,Naamloze vennootschap,Bethaniënlei,15,,2980,Zoersel,België,43310:Stukadoorswerk; 43310:Stukadoorswerk
0408075436,VANO Security,Rechtspersoon,Actief,1971-01-01,Naamloze vennootschap,Industriëlaan,21/A,,7700,Mouscron,België,"43211:Elektrotechnische installatiewerken aan gebouwen; 32990:Overige industrie, n.e.g.; 26300:Vervaardiging van communicatieapparatuur; 33200:Installatie van industriële machines, toestellen en werktuigen; 43211:Elektrotechnische installatiewerken aan gebouwen; 46425:Groothandel in schoeisel; 46741:Groothandel in ijzerwaren"
0408161350,Dupont - Kor-Immo,Rechtspersoon,Actief,1971-03-05,Naamloze vennootschap,Doorniksesteenweg(Kor),81 B,7,8500,Kortrijk,België,"41201:Algemene bouw van residentiële gebouwen; 66220:Verzekeringsagenten en -makelaars; 68201:Verhuur en exploitatie van eigen of geleasd residentieel onroerend goed, exclusief sociale woningen"
0408188569,MENUISERIE RIBOUX,Rechtspersoon,Actief,1971-01-01,Naamloze vennootschap,Rue Champeau,20,,6061,Charleroi,België,"43320:Schrijnwerk; 47591:Detailhandel in huismeubilair in gespecialiseerde winkels; 43320:Schrijnwerk; 47761:Detailhandel in bloemen, planten, zaden en kunstmeststoffen in gespecialiseerde winkels; 96031:Uitvaartverzorging"
0408224993,Schoofs,Rechtspersoon,Actief,1971-01-01,Naamloze vennootschap,Daalhofstraat,45,,3840,Borgloon,België,41203:Algemene bouw van andere niet-residentiële gebouwen; 41201:Algemene bouw van residentiële gebouwen; 42110:Bouw van autowegen en andere wegen; 43221:Loodgieterswerk; 43331:Plaatsen van vloer- en wandtegels
0408242910,Lassarat-Benelux,Rechtspersoon,Actief,1971-03-25,Naamloze vennootschap,Tervurenlaan,148,25,1150,Sint-Pieters-Woluwe,België,43341:Schilderen van gebouwen
0408268644,PUMP and MIXING SERVICE,Rechtspersoon,Actief,1971-04-22,Naamloze vennootschap,Vaartweg,3,,1651,Beersel,België,77320:Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw; 41201:Algemene bouw van residentiële gebouwen; 23630:Vervaardiging van stortklare beton
