enterprise_number,activity_number,nace_code,classification_code
0430740970,1,43299,MAIN
0430740970,2,43211,MAIN
0430747997,1,47592,MAIN
0430747997,2,42110,MAIN
0430776208,1,42220,MAIN
0430776208,2,28990,MAIN
0430776208,3,43320,SECO
0430792341,1,43222,MAIN
0430792341,2,43211,SECO
0430792341,3,43299,SECO
0430792341,4,43331,SECO
0430792341,5,47650,SECO
0430792341,6,68201,SECO
0430817481,1,43222,MAIN
0430817481,2,43299,MAIN
0430862221,1,43993,MAIN
0430862221,2,43999,MAIN
0430862221,3,41201,SECO
0430862221,4,43222,SECO
0430862221,5,43320,SECO
0430862221,6,43994,SECO
0430871426,1,43910,MAIN
0430871426,2,43910,MAIN
0430896962,1,41101,MAIN
0430896962,2,64200,SECO
0430969416,1,41201,MAIN
0430969416,2,68100,MAIN
0430969416,3,41201,SECO
0431012768,1,43211,MAIN
0431012768,2,43299,MAIN
0431057310,1,42110,MAIN
0431057310,2,42110,MAIN
0431057310,3,46620,SECO
0431057310,4,46739,SECO
0431065525,1,43999,MAIN
0431065525,2,41201,SECO
0431065525,3,43221,SECO
0431065525,4,43320,SECO
0431065525,5,43331,SECO
0431065525,6,43332,SECO
0431091457,1,43221,MAIN
0431096110,1,43222,MAIN
0431096110,2,43222,MAIN
0431096110,3,25120,SECO
0431096110,4,43221,SECO
0431096110,5,68100,SECO
0431156783,1,43222,MAIN
0431156783,2,43221,MAIN
0431168265,1,46731,MAIN
0431168265,2,43320,MAIN
0431216171,1,43222,MAIN
0431216171,2,43222,MAIN
0431216171,3,28250,SECO
0431216171,4,47540,SECO
0431216171,5,95290,SECO
0431236858,1,41201,MAIN
0431236858,2,41201,MAIN
0431424722,1,41201,MAIN
0431424722,2,41201,MAIN
0431424722,3,68201,SECO
0431424821,1,43222,MAIN
0431424821,2,43222,MAIN
0431424821,3,47521,SECO
0431481041,1,43211,MAIN
0431481041,2,43211,MAIN
0431481041,3,47540,SECO
0431481041,4,47789,SECO
0431505092,1,16100,MAIN
0431505092,2,41101,MAIN
0431505092,3,16100,SECO
0431505092,4,41102,SECO
0431505092,5,41201,SECO
0431505092,6,68201,SECO
0431506280,1,43341,MAIN
0431506280,2,43341,MAIN
0431506280,3,43291,SECO
0431506280,4,43332,SECO
0431506280,5,43343,SECO
0431506280,6,43390,SECO
0431597936,1,41102,MAIN
0431599520,1,43222,MAIN
0431599520,2,43222,MAIN
0431599520,3,43999,SECO
0431617336,1,43320,MAIN
0431617336,2,41201,MAIN
0431617336,3,41101,SECO
0431617336,4,43320,SECO
0431733241,1,68203,MAIN
0431733241,2,41102,MAIN
0431733241,3,64200,SECO
0431733241,4,82300,SECO
0431745317,1,43120,MAIN
0431745317,2,68201,SECO
0431745317,3,68311,SECO
0431757787,1,43320,MAIN
0431757787,2,68201,MAIN
0431757787,3,25120,SECO
0431757787,4,56101,SECO
0431757787,5,87302,SECO
0431811435,1,43291,MAIN
0431811435,2,43291,MAIN
0431863202,1,43222,MAIN
0431863202,2,46731,MAIN
0431863202,3,43221,SECO
0431863202,4,43222,SECO
0431863202,5,47592,SECO
0431944661,1,43211,MAIN
0431944661,2,43211,MAIN
0431944661,3,43222,SECO
0431944661,4,43299,SECO
0431944661,5,47789,SECO
0431969506,1,41201,MAIN
0431998111,1,43211,MAIN
0431998111,2,43211,MAIN
