enterprisenumber,year,juridicalsituation
0402940869,2023,Normale toestand
0402943740,2018,Normale toestand
0402943740,2019,Normale toestand
0402943740,2020,Normale toestand
0402943740,2021,Normale toestand
0402943740,2022,Normale toestand
0402943740,2023,Normale toestand
0402969474,2018,Normale toestand
0402969474,2019,Normale toestand
0402969474,2020,Normale toestand
0402969474,2021,Normale toestand
0402969474,2022,Normale toestand
0402969474,2023,Normale toestand
0402973335,2018,Normale toestand
0402973335,2019,Normale toestand
0402973335,2020,Normale toestand
0402973335,2021,Normale toestand
0402973335,2022,Normale toestand
0402973335,2023,Normale toestand
0402981946,2018,Normale toestand
0402981946,2019,Normale toestand
0402981946,2020,Normale toestand
0402981946,2021,Normale toestand
0402981946,2022,Normale toestand
0402981946,2023,Normale toestand
0402982936,2018,Normale toestand
0402982936,2019,Normale toestand
0402982936,2020,Normale toestand
0402982936,2021,Normale toestand
0402982936,2022,Normale toestand
0402982936,2023,Normale toestand
0403111313,2018,Normale toestand
0403111313,2019,Normale toestand
0403111313,2020,Normale toestand
0403111313,2021,Normale toestand
0403111313,2022,Normale toestand
0403111313,2023,Normale toestand
0403144074,2018,Normale toestand
0403144074,2019,Normale toestand
0403144074,2020,Normale toestand
0403144074,2021,Normale toestand
0403144074,2022,Normale toestand
0403144074,2023,Normale toestand
0403217419,2018,Normale toestand
0403217419,2019,Normale toestand
0403217419,2020,Normale toestand
0403217419,2021,Normale toestand
0403217419,2022,Normale toestand
0403217419,2023,Normale toestand
0403219595,2018,Normale toestand
0403219595,2019,Normale toestand
0403219595,2020,Normale toestand
0403219595,2021,Normale toestand
0403219595,2022,Normale toestand
0403219595,2023,Normale toestand
0403263444,2018,Normale toestand
0403263444,2019,Normale toestand
0403263444,2020,Normale toestand
0403263444,2021,Normale toestand
0403263444,2022,Normale toestand
0403263444,2023,Normale toestand
0403272154,2018,Normale toestand
0403272154,2019,Normale toestand
0403272154,2020,Normale toestand
0403272154,2021,Normale toestand
0403272154,2022,Normale toestand
0403272154,2023,Normale toestand
0403306501,2018,Normale toestand
0403306501,2019,Normale toestand
0403306501,2020,Normale toestand
0403306501,2021,Normale toestand
0403306501,2022,Normale toestand
0403306501,2023,Normale toestand
0403344311,2018,Opening faillissement
0403344311,2019,Opening faillissement
0403344311,2020,Opening faillissement
0403344311,2021,Opening faillissement
0403344311,2022,Opening faillissement
0403344311,2023,Opening faillissement
0403353120,2018,Normale toestand
0403353120,2019,Normale toestand
0403353120,2020,Normale toestand
0403353120,2021,Normale toestand
0403353120,2022,Normale toestand
0403353120,2023,Normale toestand
0403353912,2018,Normale toestand
0403353912,2019,Normale toestand
0403353912,2020,Normale toestand
0403353912,2021,Normale toestand
0403353912,2022,Normale toestand
0403353912,2023,Normale toestand
0403361434,2018,Normale toestand
0403361434,2019,Normale toestand
0403361434,2020,Normale toestand
0403361434,2021,Normale toestand
0403361434,2022,Normale toestand
0403361434,2023,Normale toestand
0403426265,2018,Normale toestand
0403426265,2019,Normale toestand
0403426265,2020,Normale toestand
0403426265,2021,Normale toestand
0403426265,2022,Normale toestand
0403426265,2023,Normale toestand
0403598786,2018,Normale toestand
0403598786,2019,Normale toestand
0403598786,2020,Normale toestand
0403598786,2021,Normale toestand
0403598786,2022,Normale toestand
0403598786,2023,Normale toestand
0403600172,2018,Normale toestand
0403600172,2019,Normale toestand
0403600172,2020,Normale toestand
0403600172,2021,Normale toestand
0403600172,2022,Normale toestand
0403600172,2023,Normale toestand
0403649563,2018,Normale toestand
0403649563,2019,Normale toestand
0403649563,2020,Normale toestand
0403649563,2021,Normale toestand
0403649563,2022,Normale toestand
0403649563,2023,Normale toestand
0403661144,2018,Normale toestand
0403661144,2019,Normale toestand
0403661144,2020,Normale toestand
0403661144,2021,Normale toestand
0403661144,2022,Normale toestand
0403661144,2023,Normale toestand
0403664312,2018,Normale toestand
0403664312,2019,Normale toestand
0403664312,2020,Normale toestand
0403664312,2021,Normale toestand
0403664312,2022,Normale toestand
0403664312,2023,Normale toestand
0403676881,2018,Normale toestand
0403676881,2019,Normale toestand
0403676881,2020,Normale toestand
0403676881,2021,Normale toestand
0403676881,2022,Normale toestand
0403676881,2023,Normale toestand
0403704496,2018,Opening faillissement
0403704496,2019,Opening faillissement
0403704496,2020,Opening faillissement
0403704496,2021,Opening faillissement
0403704496,2022,Opening faillissement
0403704496,2023,Opening faillissement
0403705486,2018,Normale toestand
0403705486,2019,Normale toestand
0403705486,2020,Normale toestand
0403705486,2021,Normale toestand
0403705486,2022,Normale toestand
0403705486,2023,Normale toestand
0403709149,2018,Normale toestand
0403709149,2019,Normale toestand
0403709149,2020,Normale toestand
0403709149,2021,Normale toestand
0403709149,2022,Normale toestand
0403709149,2023,Normale toestand
0403720433,2018,Normale toestand
0403720433,2019,Normale toestand
0403720433,2020,Normale toestand
0403720433,2021,Normale toestand
0403720433,2022,Normale toestand
0403720433,2023,Normale toestand
0403749434,2018,Normale toestand
0403749434,2019,Normale toestand
0403749434,2020,Normale toestand
0403749434,2021,Normale toestand
0403749434,2022,Normale toestand
0403749434,2023,Normale toestand
0403750226,2018,Normale toestand
0403750226,2019,Normale toestand
0403750226,2020,Normale toestand
0403750226,2021,Normale toestand
0403750226,2022,Normale toestand
0403750226,2023,Normale toestand
0403792093,2018,Normale toestand
0403792093,2019,Normale toestand
0403792093,2020,Normale toestand
0403792093,2021,Normale toestand
0403792093,2022,Normale toestand
0403792093,2023,Normale toestand
0403800508,2018,Normale toestand
0403800508,2019,Normale toestand
0403800508,2020,Normale toestand
0403800508,2021,Normale toestand
0403800508,2022,Normale toestand
0403800508,2023,Normale toestand
0403813275,2018,Normale toestand
0403813275,2019,Normale toestand
0403813275,2020,Normale toestand
0403813275,2021,Normale toestand
0403813275,2022,Normale toestand
0403813275,2023,Normale toestand
0403827529,2018,Normale toestand
0403827529,2019,Normale toestand
0403827529,2020,Normale toestand
0403827529,2021,Normale toestand
0403827529,2022,Normale toestand
0403827529,2023,Normale toestand
0403829608,2018,Normale toestand
0403829608,2019,Normale toestand
0403829608,2020,Normale toestand
0403829608,2021,Normale toestand
0403829608,2022,Normale toestand
0403829608,2023,Normale toestand
0403829707,2018,Normale toestand
0403829707,2019,Normale toestand
0403829707,2020,Normale toestand
0403829707,2021,Normale toestand
0403829707,2022,Normale toestand
0403829707,2023,Normale toestand
0403847919,2018,Normale toestand
0403847919,2019,Normale toestand
0403847919,2020,Normale toestand
0403847919,2021,Normale toestand
0403847919,2022,Normale toestand
0403847919,2023,Normale toestand
0403855243,2018,Normale toestand
0403855243,2019,Normale toestand
0403855243,2020,Normale toestand
0403855243,2021,Normale toestand
0403855243,2022,Normale toestand
0403855243,2023,Normale toestand
0403866032,2018,Normale toestand
0403866032,2019,Normale toestand
0403866032,2020,Normale toestand
0403866032,2021,Normale toestand
0403866032,2022,Normale toestand
0403866032,2023,Normale toestand
0403868408,2018,Normale toestand
0403868408,2019,Normale toestand
0403868408,2020,Normale toestand
0403868408,2021,Normale toestand
0403868408,2022,Normale toestand
0403868408,2023,Normale toestand
0403877415,2018,Normale toestand
0403877415,2019,Normale toestand
0403877415,2020,Normale toestand
0403877415,2021,Normale toestand
0403877415,2022,Normale toestand
0403877415,2023,Normale toestand
0403907307,2018,Normale toestand
0403907307,2019,Normale toestand
0403907307,2020,Normale toestand
0403907307,2021,Normale toestand
0403907307,2022,Normale toestand
0403907307,2023,Normale toestand
0403926905,2018,Normale toestand
0403926905,2019,Normale toestand
0403926905,2020,Normale toestand
0403926905,2021,Normale toestand
0403926905,2022,Normale toestand
0403926905,2023,Normale toestand
0403930566,2018,Normale toestand
0403930566,2019,Normale toestand
0403930566,2020,Normale toestand
0403930566,2021,Normale toestand
0403930566,2022,Normale toestand
0403930566,2023,Normale toestand
0403955510,2018,Vrijwillige ontbinding – vereffening
0403955510,2019,Vrijwillige ontbinding – vereffening
0403955510,2020,Vrijwillige ontbinding – vereffening
0403955510,2021,Vrijwillige ontbinding – vereffening
0403955510,2022,Vrijwillige ontbinding – vereffening
0403955510,2023,Vrijwillige ontbinding – vereffening
0403955906,2018,Normale toestand
0403955906,2019,Normale toestand
0403955906,2020,Normale toestand
0403955906,2021,Normale toestand
0403955906,2022,Normale toestand
0403955906,2023,Normale toestand
0403966495,2018,Normale toestand
0403966495,2019,Normale toestand
0403966495,2020,Normale toestand
0403966495,2021,Normale toestand
0403966495,2022,Normale toestand
0403966495,2023,Normale toestand
0403977284,2018,Normale toestand
0403977284,2019,Normale toestand
0403977284,2020,Normale toestand
0403977284,2021,Normale toestand
0403977284,2022,Normale toestand
0403977284,2023,Normale toestand
0404000446,2018,Normale toestand
0404000446,2019,Normale toestand
0404000446,2020,Normale toestand
0404000446,2021,Normale toestand
0404000446,2022,Normale toestand
0404000446,2023,Normale toestand
0404008958,2018,Normale toestand
0404008958,2019,Normale toestand
0404008958,2020,Normale toestand
0404008958,2021,Normale toestand
0404008958,2022,Normale toestand
0404008958,2023,Normale toestand
0404032219,2018,Normale toestand
0404032219,2019,Normale toestand
0404032219,2020,Normale toestand
0404032219,2021,Normale toestand
0404032219,2022,Normale toestand
0404032219,2023,Normale toestand
0404039048,2018,Opening faillissement
0404039048,2019,Opening faillissement
0404039048,2020,Opening faillissement
0404039048,2021,Opening faillissement
0404039048,2022,Opening faillissement
0404039048,2023,Opening faillissement
0404059438,2018,Normale toestand
0404059438,2019,Normale toestand
0404059438,2020,Normale toestand
0404059438,2021,Normale toestand
0404059438,2022,Normale toestand
0404059438,2023,Normale toestand
0404065772,2018,Normale toestand
0404065772,2019,Normale toestand
0404065772,2020,Normale toestand
0404065772,2021,Normale toestand
0404065772,2022,Normale toestand
0404065772,2023,Normale toestand
0404114173,2018,Normale toestand
0404114173,2019,Normale toestand
0404114173,2020,Normale toestand
0404114173,2021,Normale toestand
0404114173,2022,Normale toestand
0404114173,2023,Normale toestand
0404114866,2018,Normale toestand
0404114866,2019,Normale toestand
0404114866,2020,Normale toestand
0404114866,2021,Normale toestand
0404114866,2022,Normale toestand
0404114866,2023,Normale toestand
0404121103,2018,Normale toestand
0404121103,2019,Normale toestand
0404121103,2020,Normale toestand
0404121103,2021,Normale toestand
0404121103,2022,Normale toestand
0404121103,2023,Normale toestand
0404157725,2018,Normale toestand
0404157725,2019,Normale toestand
0404157725,2020,Normale toestand
0404157725,2021,Normale toestand
0404157725,2022,Normale toestand
0404157725,2023,Normale toestand
0404174551,2018,Normale toestand
0404174551,2019,Normale toestand
0404174551,2020,Normale toestand
0404174551,2021,Normale toestand
0404174551,2022,Normale toestand
0404174551,2023,Normale toestand
0404175937,2018,Normale toestand
0404175937,2019,Normale toestand
0404175937,2020,Normale toestand
0404175937,2021,Normale toestand
0404175937,2022,Normale toestand
0404175937,2023,Normale toestand
0404202760,2018,Opening faillissement
0404202760,2019,Opening faillissement
0404202760,2020,Opening faillissement
0404202760,2021,Opening faillissement
0404202760,2022,Opening faillissement
0404202760,2023,Opening faillissement
0404206225,2018,Normale toestand
0404206225,2019,Normale toestand
0404206225,2020,Normale toestand
0404206225,2021,Normale toestand
0404206225,2022,Normale toestand
0404206225,2023,Normale toestand
0404207116,2018,Normale toestand
0404207116,2019,Normale toestand
0404207116,2020,Normale toestand
0404207116,2021,Normale toestand
0404207116,2022,Normale toestand
0404207116,2023,Normale toestand
0404219586,2018,Normale toestand
0404219586,2019,Normale toestand
0404219586,2020,Normale toestand
0404219586,2021,Normale toestand
0404219586,2022,Normale toestand
0404219586,2023,Normale toestand
0404237107,2018,Normale toestand
0404237107,2019,Normale toestand
0404237107,2020,Normale toestand
0404237107,2021,Normale toestand
0404237107,2022,Normale toestand
